date,department_id,equipment_type,total_units,units_in_use,utilization_pct
2021-12-07,20,X-Ray,9,6,66.67
2021-12-07,20,Ventilator,6,5,83.33
2021-12-07,20,Ultrasound,1,1,100.0
2021-12-07,20,ECG,5,2,40.0
2021-12-07,21,MRI,10,2,20.0
2021-12-07,21,CT Scanner,8,3,37.5
2021-12-07,21,X-Ray,8,3,37.5
2021-12-07,21,Ventilator,9,8,88.89
2021-12-07,21,Ultrasound,4,3,75.0
2021-12-07,21,ECG,6,5,83.33
2021-12-07,22,MRI,5,2,40.0
2021-12-07,22,CT Scanner,8,8,100.0
2021-12-07,22,X-Ray,7,5,71.43
2021-12-07,22,Ventilator,5,0,0.0
2021-12-07,22,Ultrasound,9,5,55.56
2021-12-07,22,ECG,6,3,50.0
2021-12-07,23,MRI,6,6,100.0
2021-12-07,23,CT Scanner,1,0,0.0
2021-12-07,23,X-Ray,8,4,50.0
2021-12-07,23,Ventilator,8,8,100.0
2021-12-07,23,Ultrasound,4,0,0.0
2021-12-07,23,ECG,1,1,100.0
2021-12-07,24,MRI,4,4,100.0
2021-12-07,24,CT Scanner,7,1,14.29
2021-12-07,24,X-Ray,8,5,62.5
2021-12-07,24,Ventilator,9,3,33.33
2021-12-07,24,Ultrasound,5,2,40.0
2021-12-07,24,ECG,5,4,80.0
2021-12-07,25,MRI,1,0,0.0
2021-12-07,25,CT Scanner,6,1,16.67
2021-12-07,25,X-Ray,9,9,100.0
2021-12-07,25,Ventilator,7,2,28.57
2021-12-07,25,Ultrasound,8,6,75.0
2021-12-07,25,ECG,3,2,66.67
2021-12-07,26,MRI,1,0,0.0
2021-12-07,26,CT Scanner,9,2,22.22
2021-12-07,26,X-Ray,1,0,0.0
2021-12-07,26,Ventilator,1,0,0.0
2021-12-07,26,Ultrasound,4,0,0.0
2021-12-07,26,ECG,8,0,0.0
2021-12-07,27,MRI,7,1,14.29
2021-12-07,27,CT Scanner,5,3,60.0
2021-12-07,27,X-Ray,10,9,90.0
2021-12-07,27,Ventilator,10,2,20.0
2021-12-07,27,Ultrasound,1,0,0.0
2021-12-07,27,ECG,8,4,50.0
2021-12-07,28,MRI,8,1,12.5
2021-12-07,28,CT Scanner,3,1,33.33
2021-12-07,28,X-Ray,9,4,44.44
2021-12-07,28,Ventilator,1,0,0.0
2021-12-07,28,Ultrasound,6,6,100.0
2021-12-07,28,ECG,1,0,0.0
2021-12-07,29,MRI,6,3,50.0
2021-12-07,29,CT Scanner,9,6,66.67
2021-12-07,29,X-Ray,9,4,44.44
2021-12-07,29,Ventilator,1,1,100.0
2021-12-07,29,Ultrasound,8,8,100.0
2021-12-07,29,ECG,5,1,20.0
2021-12-07,30,MRI,6,3,50.0
2021-12-07,30,CT Scanner,3,0,0.0
2021-12-07,30,X-Ray,4,2,50.0
2021-12-07,30,Ventilator,5,3,60.0
2021-12-07,30,Ultrasound,4,1,25.0
2021-12-07,30,ECG,4,2,50.0
2021-12-07,31,MRI,1,0,0.0
2021-12-07,31,CT Scanner,10,4,40.0
2021-12-07,31,X-Ray,5,5,100.0
2021-12-07,31,Ventilator,5,4,80.0
2021-12-07,31,Ultrasound,1,1,100.0
2021-12-07,31,ECG,10,8,80.0
2021-12-07,32,MRI,2,2,100.0
2021-12-07,32,CT Scanner,4,1,25.0
2021-12-07,32,X-Ray,5,3,60.0
2021-12-07,32,Ventilator,7,3,42.86
2021-12-07,32,Ultrasound,7,3,42.86
2021-12-07,32,ECG,5,4,80.0
2021-12-07,33,MRI,9,1,11.11
2021-12-07,33,CT Scanner,1,0,0.0
2021-12-07,33,X-Ray,5,2,40.0
2021-12-07,33,Ventilator,1,1,100.0
2021-12-07,33,Ultrasound,8,7,87.5
2021-12-07,33,ECG,3,2,66.67
2021-12-07,34,MRI,9,0,0.0
2021-12-07,34,CT Scanner,2,0,0.0
2021-12-07,34,X-Ray,10,3,30.0
2021-12-07,34,Ventilator,4,4,100.0
2021-12-07,34,Ultrasound,8,6,75.0
2021-12-07,34,ECG,9,2,22.22
2021-12-07,35,MRI,3,1,33.33
2021-12-07,35,CT Scanner,7,5,71.43
2021-12-07,35,X-Ray,4,4,100.0
2021-12-07,35,Ventilator,6,5,83.33
2021-12-07,35,Ultrasound,2,0,0.0
2021-12-07,35,ECG,7,7,100.0
2021-12-07,36,MRI,4,1,25.0
2021-12-07,36,CT Scanner,4,0,0.0
2021-12-07,36,X-Ray,7,7,100.0
2021-12-07,36,Ventilator,6,3,50.0
2021-12-07,36,Ultrasound,7,7,100.0
2021-12-07,36,ECG,9,2,22.22
2021-12-07,37,MRI,10,7,70.0
2021-12-07,37,CT Scanner,6,0,0.0
2021-12-07,37,X-Ray,7,5,71.43
2021-12-07,37,Ventilator,9,4,44.44
2021-12-07,37,Ultrasound,8,5,62.5
2021-12-07,37,ECG,2,1,50.0
2021-12-07,38,MRI,9,5,55.56
2021-12-07,38,CT Scanner,10,3,30.0
2021-12-07,38,X-Ray,5,4,80.0
2021-12-07,38,Ventilator,3,3,100.0
2021-12-07,38,Ultrasound,4,3,75.0
2021-12-07,38,ECG,9,8,88.89
2021-12-07,39,MRI,3,3,100.0
2021-12-07,39,CT Scanner,10,5,50.0
2021-12-07,39,X-Ray,5,5,100.0
2021-12-07,39,Ventilator,6,6,100.0
2021-12-07,39,Ultrasound,4,0,0.0
2021-12-07,39,ECG,8,4,50.0
2021-12-07,40,MRI,10,0,0.0
2021-12-07,40,CT Scanner,9,8,88.89
2021-12-07,40,X-Ray,10,6,60.0
2021-12-07,40,Ventilator,3,2,66.67
2021-12-07,40,Ultrasound,9,5,55.56
2021-12-07,40,ECG,7,1,14.29
2021-12-07,41,MRI,2,2,100.0
2021-12-07,41,CT Scanner,8,8,100.0
2021-12-07,41,X-Ray,10,9,90.0
2021-12-07,41,Ventilator,7,6,85.71
2021-12-07,41,Ultrasound,10,9,90.0
2021-12-07,41,ECG,2,2,100.0
2021-12-07,42,MRI,6,3,50.0
2021-12-07,42,CT Scanner,4,4,100.0
2021-12-07,42,X-Ray,5,5,100.0
2021-12-07,42,Ventilator,8,1,12.5
2021-12-07,42,Ultrasound,5,3,60.0
2021-12-07,42,ECG,6,4,66.67
2021-12-07,43,MRI,7,1,14.29
2021-12-07,43,CT Scanner,7,2,28.57
2021-12-07,43,X-Ray,8,8,100.0
2021-12-07,43,Ventilator,1,0,0.0
2021-12-07,43,Ultrasound,1,1,100.0
2021-12-07,43,ECG,8,6,75.0
2021-12-07,44,MRI,4,4,100.0
2021-12-07,44,CT Scanner,9,2,22.22
2021-12-07,44,X-Ray,4,3,75.0
2021-12-07,44,Ventilator,8,8,100.0
2021-12-07,44,Ultrasound,7,5,71.43
2021-12-07,44,ECG,2,0,0.0
2021-12-07,45,MRI,1,0,0.0
2021-12-07,45,CT Scanner,10,1,10.0
2021-12-07,45,X-Ray,9,1,11.11
2021-12-07,45,Ventilator,3,2,66.67
2021-12-07,45,Ultrasound,7,7,100.0
2021-12-07,45,ECG,5,2,40.0
2021-12-07,46,MRI,9,8,88.89
2021-12-07,46,CT Scanner,7,3,42.86
2021-12-07,46,X-Ray,1,1,100.0
2021-12-07,46,Ventilator,9,9,100.0
2021-12-07,46,Ultrasound,4,0,0.0
2021-12-07,46,ECG,9,4,44.44
2021-12-07,47,MRI,10,4,40.0
2021-12-07,47,CT Scanner,4,1,25.0
2021-12-07,47,X-Ray,6,5,83.33
2021-12-07,47,Ventilator,10,0,0.0
2021-12-07,47,Ultrasound,9,2,22.22
2021-12-07,47,ECG,2,1,50.0
2021-12-07,48,MRI,9,1,11.11
2021-12-07,48,CT Scanner,2,2,100.0
2021-12-07,48,X-Ray,2,2,100.0
2021-12-07,48,Ventilator,4,3,75.0
2021-12-07,48,Ultrasound,7,0,0.0
2021-12-07,48,ECG,10,2,20.0
2021-12-07,49,MRI,7,4,57.14
2021-12-07,49,CT Scanner,8,3,37.5
2021-12-07,49,X-Ray,4,3,75.0
2021-12-07,49,Ventilator,1,0,0.0
2021-12-07,49,Ultrasound,8,5,62.5
2021-12-07,49,ECG,9,7,77.78
2021-12-07,50,MRI,1,0,0.0
2021-12-07,50,CT Scanner,9,8,88.89
2021-12-07,50,X-Ray,7,5,71.43
2021-12-07,50,Ventilator,3,1,33.33
2021-12-07,50,Ultrasound,8,2,25.0
2021-12-07,50,ECG,10,9,90.0
2021-12-08,1,MRI,4,3,75.0
2021-12-08,1,CT Scanner,3,3,100.0
2021-12-08,1,X-Ray,10,2,20.0
2021-12-08,1,Ventilator,3,0,0.0
2021-12-08,1,Ultrasound,5,2,40.0
2021-12-08,1,ECG,8,0,0.0
2021-12-08,2,MRI,6,4,66.67
2021-12-08,2,CT Scanner,4,2,50.0
2021-12-08,2,X-Ray,9,1,11.11
2021-12-08,2,Ventilator,7,6,85.71
2021-12-08,2,Ultrasound,7,2,28.57
2021-12-08,2,ECG,9,9,100.0
2021-12-08,3,MRI,10,5,50.0
2021-12-08,3,CT Scanner,3,1,33.33
2021-12-08,3,X-Ray,4,4,100.0
2021-12-08,3,Ventilator,9,8,88.89
2021-12-08,3,Ultrasound,7,6,85.71
2021-12-08,3,ECG,10,3,30.0
2021-12-08,4,MRI,9,9,100.0
2021-12-08,4,CT Scanner,7,1,14.29
2021-12-08,4,X-Ray,10,6,60.0
2021-12-08,4,Ventilator,1,1,100.0
2021-12-08,4,Ultrasound,2,1,50.0
2021-12-08,4,ECG,7,5,71.43
2021-12-08,5,MRI,10,10,100.0
2021-12-08,5,CT Scanner,6,1,16.67
2021-12-08,5,X-Ray,5,3,60.0
2021-12-08,5,Ventilator,4,4,100.0
2021-12-08,5,Ultrasound,5,1,20.0
2021-12-08,5,ECG,8,6,75.0
2021-12-08,6,MRI,2,1,50.0
2021-12-08,6,CT Scanner,1,0,0.0
2021-12-08,6,X-Ray,1,0,0.0
2021-12-08,6,Ventilator,8,7,87.5
2021-12-08,6,Ultrasound,10,8,80.0
2021-12-08,6,ECG,3,3,100.0
2021-12-08,7,MRI,8,7,87.5
2021-12-08,7,CT Scanner,2,1,50.0
2021-12-08,7,X-Ray,7,2,28.57
2021-12-08,7,Ventilator,3,0,0.0
2021-12-08,7,Ultrasound,1,0,0.0
2021-12-08,7,ECG,9,4,44.44
2021-12-08,8,MRI,1,1,100.0
2021-12-08,8,CT Scanner,2,0,0.0
2021-12-08,8,X-Ray,8,5,62.5
2021-12-08,8,Ventilator,4,2,50.0
2021-12-08,8,Ultrasound,5,5,100.0
2021-12-08,8,ECG,10,3,30.0
2021-12-08,9,MRI,4,2,50.0
2021-12-08,9,CT Scanner,4,2,50.0
2021-12-08,9,X-Ray,7,3,42.86
2021-12-08,9,Ventilator,7,7,100.0
2021-12-08,9,Ultrasound,3,1,33.33
2021-12-08,9,ECG,8,1,12.5
2021-12-08,10,MRI,1,0,0.0
2021-12-08,10,CT Scanner,9,1,11.11
2021-12-08,10,X-Ray,7,6,85.71
2021-12-08,10,Ventilator,8,4,50.0
2021-12-08,10,Ultrasound,6,0,0.0
2021-12-08,10,ECG,9,8,88.89
2021-12-08,11,MRI,6,3,50.0
2021-12-08,11,CT Scanner,2,1,50.0
2021-12-08,11,X-Ray,10,10,100.0
2021-12-08,11,Ventilator,4,4,100.0
2021-12-08,11,Ultrasound,4,3,75.0
2021-12-08,11,ECG,8,5,62.5
2021-12-08,12,MRI,3,2,66.67
2021-12-08,12,CT Scanner,8,5,62.5
2021-12-08,12,X-Ray,3,2,66.67
2021-12-08,12,Ventilator,10,0,0.0
2021-12-08,12,Ultrasound,3,1,33.33
2021-12-08,12,ECG,3,3,100.0
2021-12-08,13,MRI,7,2,28.57
2021-12-08,13,CT Scanner,1,1,100.0
2021-12-08,13,X-Ray,10,7,70.0
2021-12-08,13,Ventilator,7,7,100.0
2021-12-08,13,Ultrasound,7,2,28.57
2021-12-08,13,ECG,4,2,50.0
2021-12-08,14,MRI,5,2,40.0
2021-12-08,14,CT Scanner,5,1,20.0
2021-12-08,14,X-Ray,3,3,100.0
2021-12-08,14,Ventilator,9,5,55.56
2021-12-08,14,Ultrasound,10,8,80.0
2021-12-08,14,ECG,7,5,71.43
2021-12-08,15,MRI,4,1,25.0
2021-12-08,15,CT Scanner,4,4,100.0
2021-12-08,15,X-Ray,3,1,33.33
2021-12-08,15,Ventilator,10,0,0.0
2021-12-08,15,Ultrasound,3,0,0.0
2021-12-08,15,ECG,1,1,100.0
2021-12-08,16,MRI,3,3,100.0
2021-12-08,16,CT Scanner,10,0,0.0
2021-12-08,16,X-Ray,9,2,22.22
2021-12-08,16,Ventilator,4,1,25.0
2021-12-08,16,Ultrasound,8,7,87.5
2021-12-08,16,ECG,10,4,40.0
2021-12-08,17,MRI,7,4,57.14
2021-12-08,17,CT Scanner,1,1,100.0
2021-12-08,17,X-Ray,5,2,40.0
2021-12-08,17,Ventilator,6,4,66.67
2021-12-08,17,Ultrasound,5,2,40.0
2021-12-08,17,ECG,7,7,100.0
2021-12-08,18,MRI,1,1,100.0
2021-12-08,18,CT Scanner,1,0,0.0
2021-12-08,18,X-Ray,1,1,100.0
2021-12-08,18,Ventilator,5,5,100.0
2021-12-08,18,Ultrasound,10,2,20.0
2021-12-08,18,ECG,8,8,100.0
2021-12-08,19,MRI,5,1,20.0
2021-12-08,19,CT Scanner,2,1,50.0
2021-12-08,19,X-Ray,1,1,100.0
2021-12-08,19,Ventilator,9,2,22.22
2021-12-08,19,Ultrasound,4,3,75.0
2021-12-08,19,ECG,10,4,40.0
2021-12-08,20,MRI,7,7,100.0
2021-12-08,20,CT Scanner,3,3,100.0
2021-12-08,20,X-Ray,5,1,20.0
2021-12-08,20,Ventilator,3,3,100.0
2021-12-08,20,Ultrasound,5,2,40.0
2021-12-08,20,ECG,4,2,50.0
2021-12-08,21,MRI,2,0,0.0
2021-12-08,21,CT Scanner,7,0,0.0
2021-12-08,21,X-Ray,6,3,50.0
2021-12-08,21,Ventilator,2,1,50.0
2021-12-08,21,Ultrasound,6,6,100.0
2021-12-08,21,ECG,7,3,42.86
2021-12-08,22,MRI,9,1,11.11
2021-12-08,22,CT Scanner,10,3,30.0
2021-12-08,22,X-Ray,8,1,12.5
2021-12-08,22,Ventilator,9,0,0.0
2021-12-08,22,Ultrasound,8,6,75.0
2021-12-08,22,ECG,4,1,25.0
2021-12-08,23,MRI,9,9,100.0
2021-12-08,23,CT Scanner,7,4,57.14
2021-12-08,23,X-Ray,5,0,0.0
2021-12-08,23,Ventilator,10,3,30.0
2021-12-08,23,Ultrasound,5,4,80.0
2021-12-08,23,ECG,5,1,20.0
2021-12-08,24,MRI,1,0,0.0
2021-12-08,24,CT Scanner,3,0,0.0
2021-12-08,24,X-Ray,6,3,50.0
2021-12-08,24,Ventilator,4,1,25.0
2021-12-08,24,Ultrasound,2,1,50.0
2021-12-08,24,ECG,10,6,60.0
2021-12-08,25,MRI,5,3,60.0
2021-12-08,25,CT Scanner,9,7,77.78
2021-12-08,25,X-Ray,2,2,100.0
2021-12-08,25,Ventilator,7,5,71.43
2021-12-08,25,Ultrasound,1,1,100.0
2021-12-08,25,ECG,7,3,42.86
2021-12-08,26,MRI,2,2,100.0
2021-12-08,26,CT Scanner,6,5,83.33
2021-12-08,26,X-Ray,9,6,66.67
2021-12-08,26,Ventilator,9,3,33.33
2021-12-08,26,Ultrasound,7,7,100.0
2021-12-08,26,ECG,10,8,80.0
2021-12-08,27,MRI,4,1,25.0
2021-12-08,27,CT Scanner,8,6,75.0
2021-12-08,27,X-Ray,6,0,0.0
2021-12-08,27,Ventilator,7,5,71.43
2021-12-08,27,Ultrasound,1,0,0.0
2021-12-08,27,ECG,7,2,28.57
2021-12-08,28,MRI,9,6,66.67
2021-12-08,28,CT Scanner,5,5,100.0
2021-12-08,28,X-Ray,8,6,75.0
2021-12-08,28,Ventilator,7,6,85.71
2021-12-08,28,Ultrasound,1,0,0.0
2021-12-08,28,ECG,1,1,100.0
2021-12-08,29,MRI,5,3,60.0
2021-12-08,29,CT Scanner,10,2,20.0
2021-12-08,29,X-Ray,9,1,11.11
2021-12-08,29,Ventilator,1,0,0.0
2021-12-08,29,Ultrasound,1,1,100.0
2021-12-08,29,ECG,2,2,100.0
2021-12-08,30,MRI,9,6,66.67
2021-12-08,30,CT Scanner,2,1,50.0
2021-12-08,30,X-Ray,3,3,100.0
2021-12-08,30,Ventilator,1,0,0.0
2021-12-08,30,Ultrasound,1,0,0.0
2021-12-08,30,ECG,9,1,11.11
2021-12-08,31,MRI,6,5,83.33
2021-12-08,31,CT Scanner,9,8,88.89
2021-12-08,31,X-Ray,2,2,100.0
2021-12-08,31,Ventilator,2,0,0.0
2021-12-08,31,Ultrasound,3,0,0.0
2021-12-08,31,ECG,10,10,100.0
2021-12-08,32,MRI,9,1,11.11
2021-12-08,32,CT Scanner,6,0,0.0
2021-12-08,32,X-Ray,3,1,33.33
2021-12-08,32,Ventilator,9,0,0.0
2021-12-08,32,Ultrasound,3,0,0.0
2021-12-08,32,ECG,4,3,75.0
2021-12-08,33,MRI,6,5,83.33
2021-12-08,33,CT Scanner,8,4,50.0
2021-12-08,33,X-Ray,1,0,0.0
2021-12-08,33,Ventilator,6,0,0.0
2021-12-08,33,Ultrasound,5,1,20.0
2021-12-08,33,ECG,10,6,60.0
2021-12-08,34,MRI,6,3,50.0
2021-12-08,34,CT Scanner,3,3,100.0
2021-12-08,34,X-Ray,2,2,100.0
2021-12-08,34,Ventilator,10,5,50.0
2021-12-08,34,Ultrasound,1,1,100.0
2021-12-08,34,ECG,5,5,100.0
2021-12-08,35,MRI,5,0,0.0
2021-12-08,35,CT Scanner,2,1,50.0
2021-12-08,35,X-Ray,4,2,50.0
2021-12-08,35,Ventilator,9,8,88.89
2021-12-08,35,Ultrasound,6,1,16.67
2021-12-08,35,ECG,3,3,100.0
2021-12-08,36,MRI,3,0,0.0
2021-12-08,36,CT Scanner,3,2,66.67
2021-12-08,36,X-Ray,6,1,16.67
2021-12-08,36,Ventilator,5,3,60.0
2021-12-08,36,Ultrasound,3,0,0.0
2021-12-08,36,ECG,2,0,0.0
2021-12-08,37,MRI,2,0,0.0
2021-12-08,37,CT Scanner,6,5,83.33
2021-12-08,37,X-Ray,8,3,37.5
2021-12-08,37,Ventilator,6,6,100.0
2021-12-08,37,Ultrasound,8,4,50.0
2021-12-08,37,ECG,8,2,25.0
2021-12-08,38,MRI,3,1,33.33
2021-12-08,38,CT Scanner,1,1,100.0
2021-12-08,38,X-Ray,9,0,0.0
2021-12-08,38,Ventilator,2,0,0.0
2021-12-08,38,Ultrasound,5,0,0.0
2021-12-08,38,ECG,10,4,40.0
2021-12-08,39,MRI,3,3,100.0
2021-12-08,39,CT Scanner,6,2,33.33
2021-12-08,39,X-Ray,1,1,100.0
2021-12-08,39,Ventilator,8,8,100.0
2021-12-08,39,Ultrasound,5,4,80.0
2021-12-08,39,ECG,3,0,0.0
2021-12-08,40,MRI,8,5,62.5
2021-12-08,40,CT Scanner,6,6,100.0
2021-12-08,40,X-Ray,10,7,70.0
2021-12-08,40,Ventilator,3,2,66.67
2021-12-08,40,Ultrasound,2,1,50.0
2021-12-08,40,ECG,10,3,30.0
2021-12-08,41,MRI,8,5,62.5
2021-12-08,41,CT Scanner,3,1,33.33
2021-12-08,41,X-Ray,9,0,0.0
2021-12-08,41,Ventilator,3,1,33.33
2021-12-08,41,Ultrasound,6,3,50.0
2021-12-08,41,ECG,6,0,0.0
2021-12-08,42,MRI,10,2,20.0
2021-12-08,42,CT Scanner,2,2,100.0
2021-12-08,42,X-Ray,7,7,100.0
2021-12-08,42,Ventilator,2,0,0.0
2021-12-08,42,Ultrasound,4,0,0.0
2021-12-08,42,ECG,7,5,71.43
2021-12-08,43,MRI,10,3,30.0
2021-12-08,43,CT Scanner,10,2,20.0
2021-12-08,43,X-Ray,7,0,0.0
2021-12-08,43,Ventilator,3,3,100.0
2021-12-08,43,Ultrasound,2,2,100.0
2021-12-08,43,ECG,4,0,0.0
2021-12-08,44,MRI,3,2,66.67
2021-12-08,44,CT Scanner,8,7,87.5
2021-12-08,44,X-Ray,3,1,33.33
2021-12-08,44,Ventilator,1,1,100.0
2021-12-08,44,Ultrasound,7,2,28.57
2021-12-08,44,ECG,5,3,60.0
2021-12-08,45,MRI,3,1,33.33
2021-12-08,45,CT Scanner,4,0,0.0
2021-12-08,45,X-Ray,6,0,0.0
2021-12-08,45,Ventilator,1,0,0.0
2021-12-08,45,Ultrasound,6,6,100.0
2021-12-08,45,ECG,2,2,100.0
2021-12-08,46,MRI,9,6,66.67
2021-12-08,46,CT Scanner,7,3,42.86
2021-12-08,46,X-Ray,1,0,0.0
2021-12-08,46,Ventilator,8,5,62.5
2021-12-08,46,Ultrasound,1,1,100.0
2021-12-08,46,ECG,6,6,100.0
2021-12-08,47,MRI,8,0,0.0
2021-12-08,47,CT Scanner,5,3,60.0
2021-12-08,47,X-Ray,7,5,71.43
2021-12-08,47,Ventilator,5,2,40.0
2021-12-08,47,Ultrasound,5,1,20.0
2021-12-08,47,ECG,6,6,100.0
2021-12-08,48,MRI,10,8,80.0
2021-12-08,48,CT Scanner,4,3,75.0
2021-12-08,48,X-Ray,10,3,30.0
2021-12-08,48,Ventilator,2,2,100.0
2021-12-08,48,Ultrasound,3,3,100.0
2021-12-08,48,ECG,8,7,87.5
2021-12-08,49,MRI,2,1,50.0
2021-12-08,49,CT Scanner,1,1,100.0
2021-12-08,49,X-Ray,6,2,33.33
2021-12-08,49,Ventilator,3,2,66.67
2021-12-08,49,Ultrasound,6,4,66.67
2021-12-08,49,ECG,7,0,0.0
2021-12-08,50,MRI,2,2,100.0
2021-12-08,50,CT Scanner,9,9,100.0
2021-12-08,50,X-Ray,1,1,100.0
2021-12-08,50,Ventilator,6,6,100.0
2021-12-08,50,Ultrasound,2,2,100.0
2021-12-08,50,ECG,3,2,66.67
2021-12-09,1,MRI,7,1,14.29
2021-12-09,1,CT Scanner,1,0,0.0
2021-12-09,1,X-Ray,9,6,66.67
2021-12-09,1,Ventilator,8,1,12.5
2021-12-09,1,Ultrasound,6,4,66.67
2021-12-09,1,ECG,8,2,25.0
2021-12-09,2,MRI,5,1,20.0
2021-12-09,2,CT Scanner,6,6,100.0
2021-12-09,2,X-Ray,1,1,100.0
2021-12-09,2,Ventilator,8,6,75.0
2021-12-09,2,Ultrasound,3,3,100.0
2021-12-09,2,ECG,6,2,33.33
2021-12-09,3,MRI,8,0,0.0
2021-12-09,3,CT Scanner,5,0,0.0
2021-12-09,3,X-Ray,3,1,33.33
2021-12-09,3,Ventilator,4,2,50.0
2021-12-09,3,Ultrasound,6,0,0.0
2021-12-09,3,ECG,6,6,100.0
2021-12-09,4,MRI,1,1,100.0
2021-12-09,4,CT Scanner,4,4,100.0
2021-12-09,4,X-Ray,6,4,66.67
2021-12-09,4,Ventilator,3,0,0.0
2021-12-09,4,Ultrasound,3,1,33.33
2021-12-09,4,ECG,6,5,83.33
2021-12-09,5,MRI,5,0,0.0
2021-12-09,5,CT Scanner,1,1,100.0
2021-12-09,5,X-Ray,10,7,70.0
2021-12-09,5,Ventilator,5,4,80.0
2021-12-09,5,Ultrasound,9,5,55.56
2021-12-09,5,ECG,10,2,20.0
2021-12-09,6,MRI,6,6,100.0
2021-12-09,6,CT Scanner,6,0,0.0
2021-12-09,6,X-Ray,8,2,25.0
2021-12-09,6,Ventilator,5,0,0.0
2021-12-09,6,Ultrasound,4,2,50.0
2021-12-09,6,ECG,2,2,100.0
2021-12-09,7,MRI,8,0,0.0
2021-12-09,7,CT Scanner,10,6,60.0
2021-12-09,7,X-Ray,7,6,85.71
2021-12-09,7,Ventilator,5,4,80.0
2021-12-09,7,Ultrasound,10,7,70.0
2021-12-09,7,ECG,8,7,87.5
2021-12-09,8,MRI,7,6,85.71
2021-12-09,8,CT Scanner,6,3,50.0
2021-12-09,8,X-Ray,7,3,42.86
2021-12-09,8,Ventilator,5,3,60.0
2021-12-09,8,Ultrasound,6,6,100.0
2021-12-09,8,ECG,4,0,0.0
2021-12-09,9,MRI,2,1,50.0
2021-12-09,9,CT Scanner,10,2,20.0
2021-12-09,9,X-Ray,9,3,33.33
2021-12-09,9,Ventilator,9,1,11.11
2021-12-09,9,Ultrasound,5,3,60.0
2021-12-09,9,ECG,6,2,33.33
2021-12-09,10,MRI,5,1,20.0
2021-12-09,10,CT Scanner,6,4,66.67
2021-12-09,10,X-Ray,6,6,100.0
2021-12-09,10,Ventilator,6,0,0.0
2021-12-09,10,Ultrasound,6,0,0.0
2021-12-09,10,ECG,1,0,0.0
2021-12-09,11,MRI,9,2,22.22
2021-12-09,11,CT Scanner,6,4,66.67
2021-12-09,11,X-Ray,2,1,50.0
2021-12-09,11,Ventilator,10,7,70.0
2021-12-09,11,Ultrasound,7,4,57.14
2021-12-09,11,ECG,5,0,0.0
2021-12-09,12,MRI,7,2,28.57
2021-12-09,12,CT Scanner,4,3,75.0
2021-12-09,12,X-Ray,1,0,0.0
2021-12-09,12,Ventilator,7,4,57.14
2021-12-09,12,Ultrasound,4,0,0.0
2021-12-09,12,ECG,3,3,100.0
2021-12-09,13,MRI,7,4,57.14
2021-12-09,13,CT Scanner,6,4,66.67
2021-12-09,13,X-Ray,4,1,25.0
2021-12-09,13,Ventilator,4,4,100.0
2021-12-09,13,Ultrasound,4,3,75.0
2021-12-09,13,ECG,6,0,0.0
2021-12-09,14,MRI,1,1,100.0
2021-12-09,14,CT Scanner,6,1,16.67
2021-12-09,14,X-Ray,4,2,50.0
2021-12-09,14,Ventilator,5,0,0.0
2021-12-09,14,Ultrasound,9,5,55.56
2021-12-09,14,ECG,10,7,70.0
2021-12-09,15,MRI,4,2,50.0
2021-12-09,15,CT Scanner,10,4,40.0
2021-12-09,15,X-Ray,9,6,66.67
2021-12-09,15,Ventilator,9,2,22.22
2021-12-09,15,Ultrasound,8,1,12.5
2021-12-09,15,ECG,8,5,62.5
2021-12-09,16,MRI,7,2,28.57
2021-12-09,16,CT Scanner,2,0,0.0
2021-12-09,16,X-Ray,6,2,33.33
2021-12-09,16,Ventilator,1,0,0.0
2021-12-09,16,Ultrasound,4,0,0.0
2021-12-09,16,ECG,5,2,40.0
2021-12-09,17,MRI,4,1,25.0
2021-12-09,17,CT Scanner,7,6,85.71
2021-12-09,17,X-Ray,6,6,100.0
2021-12-09,17,Ventilator,3,1,33.33
2021-12-09,17,Ultrasound,6,5,83.33
2021-12-09,17,ECG,4,2,50.0
2021-12-09,18,MRI,2,1,50.0
2021-12-09,18,CT Scanner,10,5,50.0
2021-12-09,18,X-Ray,10,0,0.0
2021-12-09,18,Ventilator,6,6,100.0
2021-12-09,18,Ultrasound,2,0,0.0
2021-12-09,18,ECG,9,0,0.0
2021-12-09,19,MRI,2,0,0.0
2021-12-09,19,CT Scanner,3,1,33.33
2021-12-09,19,X-Ray,8,4,50.0
2021-12-09,19,Ventilator,3,3,100.0
2021-12-09,19,Ultrasound,5,4,80.0
2021-12-09,19,ECG,5,3,60.0
2021-12-09,20,MRI,2,0,0.0
2021-12-09,20,CT Scanner,10,3,30.0
2021-12-09,20,X-Ray,2,2,100.0
2021-12-09,20,Ventilator,1,0,0.0
2021-12-09,20,Ultrasound,4,4,100.0
2021-12-09,20,ECG,1,1,100.0
2021-12-09,21,MRI,7,7,100.0
2021-12-09,21,CT Scanner,10,1,10.0
2021-12-09,21,X-Ray,3,1,33.33
2021-12-09,21,Ventilator,6,4,66.67
2021-12-09,21,Ultrasound,6,1,16.67
2021-12-09,21,ECG,5,5,100.0
2021-12-09,22,MRI,4,2,50.0
2021-12-09,22,CT Scanner,2,0,0.0
2021-12-09,22,X-Ray,8,1,12.5
2021-12-09,22,Ventilator,6,1,16.67
2021-12-09,22,Ultrasound,5,2,40.0
2021-12-09,22,ECG,7,7,100.0
